Event	ID	Name			Wwise Object Path	Notes
	281579790	MUS_Scene2_Stop			\Default Work Unit\MX\MUS_Scene2_Stop	
	509453139	Door_House_Outside_Open			\Default Work Unit\Props\Door_House_Outside_Open	
	597432099	Dough_React_Grow_Stop			\Default Work Unit\Props\Dough\Dough_React_Grow_Stop	
	797527444	MUS_Dialog_Start			\Default Work Unit\MX\MUS_Dialog_Start	
	843151098	MUS_StartScreen_Start			\Default Work Unit\MX\MUS_StartScreen_Start	
	951148415	MUS_Schlager_Start			\Default Work Unit\MX\MUS_Schlager_Start	
	1195524065	MUS_Menu_Start			\Default Work Unit\MX\MUS_Menu_Start	
	1205543049	Dough_React_Grow_Start			\Default Work Unit\Props\Dough\Dough_React_Grow_Start	
	1233864094	Dough_React_Steady_Start			\Default Work Unit\Props\Dough\Dough_React_Steady_Start	
	1360862177	Smartphone_Click			\Default Work Unit\Props\Smartphone_Click	
	1555599282	MUS_DorffestJingle_Start			\Default Work Unit\MX\MUS_DorffestJingle_Start	
	1822647189	Dough_React_Shrink_Stop			\Default Work Unit\Props\Dough\Dough_React_Shrink_Stop	
	2007948846	MUS_Scene2_Start			\Default Work Unit\MX\MUS_Scene2_Start	
	2061060223	MUS_Sauerteig_Start_2C			\Default Work Unit\MX\MUS_Sauerteig_Start_2C	
	2371375953	Door_House_Outside_Close			\Default Work Unit\Props\Door_House_Outside_Close	
	2558363198	Dough_React_Steady_Stop			\Default Work Unit\Props\Dough\Dough_React_Steady_Stop	
	2690086085	MUS_Schlager_Stop			\Default Work Unit\MX\MUS_Schlager_Stop	
	2755388175	Dough_React_Shrink_Start			\Default Work Unit\Props\Dough\Dough_React_Shrink_Start	
	2909751214	Door_House_Inside_Open			\Default Work Unit\Props\Door_House_Inside_Open	
	2930347891	Bike_Click			\Default Work Unit\Props\Bike_Click	
	3073992842	Door_House_Inside_Close			\Default Work Unit\Props\Door_House_Inside_Close	
	3678466239	Door_Slam			\Default Work Unit\Props\Door_Slam	
	3881560519	Smarthphone_GetOut			\Default Work Unit\Props\Smarthphone_GetOut	
	4204145805	MUS_Scene1_Start			\Default Work Unit\MX\MUS_Scene1_Start	
	4211178899	Smartphone_PutBack			\Default Work Unit\Props\Smartphone_PutBack	
	4294454276	MUS_DialogTraurig_Start			\Default Work Unit\MX\MUS_DialogTraurig_Start	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1166628669	Dough_Rise_n_Sink			\Default Work Unit\PROPS\Dough_Rise_n_Sink	

Effect plug-ins	ID	Name	Type				Notes
	392156279	260110_CoD_Szene 02B_cut01	.cache\11\{11DB505A-740E-CB53-B0AD-33C172CB34EE}.wem		\Containers\Default Work Unit\Scene2\260110_CoD_Szene 02B_cut01\260110_CoD_Szene 02B_cut01		25255480
	404719519	PROP_Door_House_Outside_Open-01_TS	.cache\14\{1404C6E5-7268-4907-DD19-071A0A171FFF}.wem		\Containers\Tristan\Props\PROP_Door_House_Outside_Open\PROP_Door_House_Outside_Open-01_TS		92402
	415473060	PROP_Door_House_Outside_Open-02_TS	.cache\99\{99630C60-6B20-83D0-59FF-C557E02343D1}.wem		\Containers\Tristan\Props\PROP_Door_House_Outside_Open\PROP_Door_House_Outside_Open-02_TS		91724
	417471246	PROP_Bike_Click-01_TS	.cache\30\{303A6CF9-1F44-B3AD-6D6C-3DEE7673942C}.wem		\Containers\Tristan\Props\PROP_Bike_Click\PROP_Bike_Click-01_TS		96096
	417646144	260118_CoD_Szene 02C_cut01	.cache\94\{94FBE51B-5CCE-F5AF-4008-1F6FC0F92D77}.wem		\Containers\Default Work Unit\Scene2\260118_CoD_Szene 02C_cut01\260118_CoD_Szene 02C_cut01		25993944
	428562537	PROP_Bike_Click-04_TS	.cache\62\{62A10832-AA3A-97C1-1CEC-94BD97470097}.wem		\Containers\Tristan\Props\PROP_Bike_Click\PROP_Bike_Click-04_TS		96096
	445229569	260111_CoD_Schlager V01	.cache\F3\{F3AD3AFA-3A30-D591-DCBF-19A74ECAEBC3}.wem		\Containers\Default Work Unit\Schlager\260111_CoD_Schlager V01\260111_CoD_Schlager V01		12629432
	479635857	PROP_Dough_React_Shrink-01_TS	.cache\C9\{C9C73E1E-DEE0-7094-6377-F28036E91E9D}.wem		\Containers\Tristan\Props\PROP_Dough_React_Shrink-01_TS		672144
	483512497	PROP_Smartphone_Click-04_TS	.cache\A4\{A496AA64-DA33-DD31-D56C-31F86258DD1C}.wem		\Containers\Tristan\Props\PROP_Smartphone_Click\PROP_Smartphone_Click-04_TS		25724
	503337552	PROP_Smartphone_Putback-01_TS	.cache\5F\{5FAD83F5-5C8C-0973-5B85-525E3165A052}.wem		\Containers\Tristan\Props\PROP_Smartphone_Putback\PROP_Smartphone_Putback-01_TS		41378
	505835401	TRK_Scene 01_LAY 01	.cache\41\{41714BE4-1F40-9CF6-09E2-6FCCF69670CC}.wem		\Containers\MX\MX_Scene 01\MX_Scene 01_INTRO\TRK_Scene 01_LAY 01		2352096
	533745290	PROP_Door_House_Inside_Open-01_TS	.cache\4C\{4C3A768E-D40C-B4B9-C6BF-736C76DBBCF0}.wem		\Containers\Tristan\Props\PROP_Door_House_Inside_Open\PROP_Door_House_Inside_Open-01_TS		55484
	558568173	PROP_Dough_React_Grow-01_TS	.cache\4B\{4BE15CD7-960A-8D22-F8AE-B555449AFDE7}.wem		\Containers\Tristan\Props\PROP_Dough_React_Grow-01_TS		672096
	563776362	PROP_Bike_Click-02_TS	.cache\21\{216CBF34-7FEF-7EB0-C300-18CB7C84BE74}.wem		\Containers\Tristan\Props\PROP_Bike_Click\PROP_Bike_Click-02_TS		96096
	640226488	PROP_Smartphone_Click-03_TS	.cache\43\{43C45118-29C4-2A0C-8551-3E5CC9EE7C00}.wem		\Containers\Tristan\Props\PROP_Smartphone_Click\PROP_Smartphone_Click-03_TS		25724
	667562955	PROP_Door_House_Inside_Close-02_TS	.cache\83\{838BFA1E-41BB-BDA3-F19D-754BC19244D9}.wem		\Containers\Tristan\Props\PROP_Door_House_Inside_Close\PROP_Door_House_Inside_Close-02_TS		68742
	727775959	TRK_Scene 01_LAY 01	.cache\EA\{EA358D4C-3645-3ABD-E266-33D83DCE1ED4}.wem		\Containers\MX\MX_Scene 01\MX_Scene 01_LOOP\TRK_Scene 01_LAY 01		24576096
	800972599	LAY 01	.cache\6E\{6E036537-B447-3ADB-7974-80766A71E506}.wem		\Containers\MX\MX_Dorffest\MX_Dorffest_Seg\LAY 01		3034492
	837748890	PROP_Smartphone_GetOut-03_TS	.cache\61\{6146A81E-CBEA-07C0-6A9E-BB9E1A91EE8D}.wem		\Containers\Tristan\Props\PROP_Smartphone_GetOut\PROP_Smartphone_GetOut-03_TS		36064
	869974642	PROP_Door_House_Inside_Open-03_TS	.cache\8E\{8E47068B-61AB-210D-974F-0D8AD5BDFFDA}.wem		\Containers\Tristan\Props\PROP_Door_House_Inside_Open\PROP_Door_House_Inside_Open-03_TS		48096
	882469003	PROP_Door_House_Inside_Open-02_TS	.cache\E3\{E3F70A7F-9733-8E0E-D1AF-B040DFF1F49F}.wem		\Containers\Tristan\Props\PROP_Door_House_Inside_Open\PROP_Door_House_Inside_Open-02_TS		56752
	888694663	PROP_Smartphone_GetOut-01_TS	.cache\9D\{9D7D7EB5-0077-D5A7-3639-28A58892BAE0}.wem		\Containers\Tristan\Props\PROP_Smartphone_GetOut\PROP_Smartphone_GetOut-01_TS		27246
	904683675	PROP_Door_House_Outside_Close-02_TS	.cache\5E\{5E88186B-39C7-4F63-93FA-71BF6246BDED}.wem		\Containers\Tristan\Props\PROP_Door_House_Outside_Close\PROP_Door_House_Outside_Close-02_TS		92052
	910407773	PROP_Bike_Click-03_TS	.cache\3E\{3E44E9F4-D2FD-F6F1-F2F7-0C149DB43429}.wem		\Containers\Tristan\Props\PROP_Bike_Click\PROP_Bike_Click-03_TS		96096
	926741885	PROP_Smartphone_Putback-02_TS	.cache\31\{31CE082B-88D1-CA24-82C5-B225011D0CDA}.wem		\Containers\Tristan\Props\PROP_Smartphone_Putback\PROP_Smartphone_Putback-02_TS		43176
	935716141	PROP_Door_House_Outside_Close-01_TS	.cache\FA\{FA319CB4-808B-2675-8045-785AC8681528}.wem		\Containers\Tristan\Props\PROP_Door_House_Outside_Close\PROP_Door_House_Outside_Close-01_TS		95778
	938844291	PROP_Smartphone_Click-01_TS	.cache\FE\{FE90BABE-0EC4-188C-9952-27874C9AF41C}.wem		\Containers\Tristan\Props\PROP_Smartphone_Click\PROP_Smartphone_Click-01_TS		21706
	968318302	TRK_Scene 01_LAY 02	.cache\9F\{9F3A5A8A-4B70-0C67-2A21-F0284619068B}.wem		\Containers\MX\MX_Scene 01\MX_Scene 01_LOOP\TRK_Scene 01_LAY 02		24576096
	977082520	TRK_Scene 01_LAY 03	.cache\BF\{BF1D8941-B0D5-7131-0CC8-6BC96F9ACA0E}.wem		\Containers\MX\MX_Scene 01\MX_Scene 01_INTRO\TRK_Scene 01_LAY 03		2352096
	1016399115	PROP_Dough_React_Steady-01_TS	.cache\F8\{F840F32A-0AFC-6B62-8E16-EAE6C7DD7E95}.wem		\Containers\Tristan\Props\PROP_Dough_React_Steady-01_TS		672144
	1039632174	PROP_Door_House_Inside_Close-03_TS	.cache\9F\{9FBA5DBB-3551-56D8-8BC0-94C9A7654461}.wem		\Containers\Tristan\Props\PROP_Door_House_Inside_Close\PROP_Door_House_Inside_Close-03_TS		69884

